Timestamp,Weight(g)
2024-12-25 19:02:17,813.77
2024-12-25 19:02:18,813.24
2024-12-25 19:02:19,811.86
2024-12-25 19:02:20,813.91
2024-12-25 19:02:21,806.75
2024-12-25 19:02:22,806.82
2024-12-25 19:02:23,794.94
2024-12-25 19:02:24,821.67
2024-12-25 19:02:25,815.77
2024-12-25 19:02:26,819.32
