Timestamp,Weight(g)
2024-12-25 21:17:23,777.54
2024-12-25 21:17:24,736.89
2024-12-25 21:17:25,729.79
2024-12-25 21:17:26,757.14
2024-12-25 21:17:27,759.65
2024-12-25 21:17:28,785.53
2024-12-25 21:17:29,802.55
2024-12-25 21:17:30,795.99
2024-12-25 21:17:31,805.34
2024-12-25 21:17:32,787.96
2024-12-25 21:17:34,767.47
2024-12-25 21:17:35,797.45
2024-12-25 21:17:36,797.86
2024-12-25 21:17:37,792.20
2024-12-25 21:17:38,786.78
2024-12-25 21:17:39,791.73
2024-12-25 21:17:40,776.17
2024-12-25 21:17:41,780.25
2024-12-25 21:17:42,747.53
2024-12-25 21:17:43,779.60
2024-12-25 21:17:44,742.45
2024-12-25 21:17:45,805.03
2024-12-25 21:17:46,811.73
2024-12-25 21:17:47,812.71
2024-12-25 21:17:48,815.73
2024-12-25 21:17:49,786.69
2024-12-25 21:17:50,752.35
2024-12-25 21:17:51,743.60
2024-12-25 21:17:52,754.09
2024-12-25 21:17:53,782.22
2024-12-25 21:17:54,790.91
2024-12-25 21:17:55,738.51
2024-12-25 21:17:56,742.57
2024-12-25 21:17:57,783.30
2024-12-25 21:17:58,782.67
2024-12-25 21:17:59,782.50
2024-12-25 21:18:00,775.28
2024-12-25 21:18:01,760.74
2024-12-25 21:18:03,758.42
2024-12-25 21:18:04,819.69
2024-12-25 21:18:05,822.37
2024-12-25 21:18:06,816.29
2024-12-25 21:18:07,815.53
2024-12-25 21:18:08,804.33
2024-12-25 21:18:09,796.57
2024-12-25 21:18:10,802.10
2024-12-25 21:18:11,796.04
2024-12-25 21:18:12,749.88
2024-12-25 21:18:13,806.35
2024-12-25 21:18:14,800.79
2024-12-25 21:18:15,798.52
2024-12-25 21:18:16,796.24
2024-12-25 21:18:17,800.11
2024-12-25 21:18:18,831.29
2024-12-25 21:18:19,824.18
2024-12-25 21:18:20,809.78
2024-12-25 21:18:21,814.21
2024-12-25 21:18:22,803.41
2024-12-25 21:18:23,800.17
2024-12-25 21:18:24,801.27
2024-12-25 21:18:25,802.18
2024-12-25 21:18:26,813.51
2024-12-25 21:18:27,813.01
2024-12-25 21:18:28,784.15
2024-12-25 21:18:29,786.57
2024-12-25 21:18:30,788.41
2024-12-25 21:18:31,781.84
2024-12-25 21:18:33,781.28
2024-12-25 21:18:34,771.81
2024-12-25 21:18:35,786.37
2024-12-25 21:18:36,794.51
2024-12-25 21:18:37,783.03
2024-12-25 21:18:38,779.30
2024-12-25 21:18:39,772.46
2024-12-25 21:18:40,765.80
2024-12-25 21:18:41,770.74
2024-12-25 21:18:42,764.92
2024-12-25 21:18:43,768.95
2024-12-25 21:18:44,761.70
2024-12-25 21:18:45,750.36
2024-12-25 21:18:46,771.62
2024-12-25 21:18:47,779.65
2024-12-25 21:18:48,781.41
2024-12-25 21:18:49,790.56
2024-12-25 21:18:50,794.52
2024-12-25 21:18:51,774.08
2024-12-25 21:18:52,731.11
2024-12-25 21:18:53,736.45
2024-12-25 21:18:54,721.58
2024-12-25 21:18:55,721.51
2024-12-25 21:18:56,631.51
2024-12-25 21:18:57,659.59
2024-12-25 21:18:58,830.14
2024-12-25 21:18:59,812.49
2024-12-25 21:19:00,806.75
2024-12-25 21:19:01,804.54
2024-12-25 21:19:03,811.95
2024-12-25 21:19:04,800.85
2024-12-25 21:19:05,1156.11
2024-12-25 21:19:06,797.81
2024-12-25 21:19:07,797.87
2024-12-25 21:19:08,791.92
2024-12-25 21:19:09,795.81
2024-12-25 21:19:10,781.95
2024-12-25 21:19:11,674.03
2024-12-25 21:19:12,653.09
2024-12-25 21:19:13,696.96
2024-12-25 21:19:14,811.35
2024-12-25 21:19:15,993.96
2024-12-25 21:19:16,794.82
2024-12-25 21:19:17,779.01
2024-12-25 21:19:18,762.16
2024-12-25 21:19:19,780.71
2024-12-25 21:19:20,799.88
2024-12-25 21:19:21,784.10
2024-12-25 21:19:22,787.12
2024-12-25 21:19:23,750.18
2024-12-25 21:19:24,756.09
2024-12-25 21:19:25,1111.62
2024-12-25 21:19:26,753.17
2024-12-25 21:19:27,753.16
2024-12-25 21:19:28,761.73
2024-12-25 21:19:29,854.30
2024-12-25 21:19:30,855.39
2024-12-25 21:19:32,833.25
2024-12-25 21:19:33,823.38
2024-12-25 21:19:34,817.18
2024-12-25 21:19:35,826.18
2024-12-25 21:19:36,814.81
2024-12-25 21:19:37,806.69
2024-12-25 21:19:38,792.85
2024-12-25 21:19:39,793.50
2024-12-25 21:19:40,767.79
2024-12-25 21:19:41,790.40
2024-12-25 21:19:42,770.72
2024-12-25 21:19:43,767.21
2024-12-25 21:19:44,812.30
2024-12-25 21:19:45,815.82
2024-12-25 21:19:46,617.32
2024-12-25 21:19:47,802.26
2024-12-25 21:19:48,801.66
2024-12-25 21:19:49,802.05
2024-12-25 21:19:50,776.80
2024-12-25 21:19:51,770.80
2024-12-25 21:19:52,770.45
2024-12-25 21:19:53,787.45
2024-12-25 21:19:54,796.35
2024-12-25 21:19:55,779.59
2024-12-25 21:19:56,780.14
2024-12-25 21:19:57,764.96
2024-12-25 21:19:58,753.63
2024-12-25 21:19:59,758.69
2024-12-25 21:20:00,782.05
2024-12-25 21:20:02,759.15
2024-12-25 21:20:03,756.70
2024-12-25 21:20:04,749.95
2024-12-25 21:20:05,743.97
2024-12-25 21:20:06,737.61
2024-12-25 21:20:07,728.80
2024-12-25 21:20:08,719.03
2024-12-25 21:20:09,633.31
2024-12-25 21:20:10,802.91
2024-12-25 21:20:11,817.56
2024-12-25 21:20:12,819.53
2024-12-25 21:20:13,813.02
2024-12-25 21:20:14,818.97
2024-12-25 21:20:15,808.49
2024-12-25 21:20:16,799.77
2024-12-25 21:20:17,788.00
2024-12-25 21:20:18,799.73
2024-12-25 21:20:19,818.02
2024-12-25 21:20:20,812.31
2024-12-25 21:20:21,803.87
2024-12-25 21:20:22,802.91
2024-12-25 21:20:23,804.60
2024-12-25 21:20:24,817.55
2024-12-25 21:20:25,817.75
2024-12-25 21:20:26,812.51
2024-12-25 21:20:27,808.08
2024-12-25 21:20:28,785.55
2024-12-25 21:20:29,761.75
2024-12-25 21:20:31,749.23
2024-12-25 21:20:32,749.88
2024-12-25 21:20:33,762.51
2024-12-25 21:20:34,827.67
2024-12-25 21:20:35,817.89
2024-12-25 21:20:36,822.13
2024-12-25 21:20:37,808.59
2024-12-25 21:20:38,797.73
2024-12-25 21:20:39,791.81
2024-12-25 21:20:40,807.15
2024-12-25 21:20:41,787.84
2024-12-25 21:20:42,796.70
2024-12-25 21:20:43,791.78
2024-12-25 21:20:44,792.63
2024-12-25 21:20:45,782.95
2024-12-25 21:20:46,778.86
2024-12-25 21:20:47,784.29
2024-12-25 21:20:48,773.02
2024-12-25 21:20:49,783.28
2024-12-25 21:20:50,773.27
2024-12-25 21:20:51,766.38
2024-12-25 21:20:52,772.07
2024-12-25 21:20:53,761.64
2024-12-25 21:20:54,774.77
2024-12-25 21:20:55,800.36
2024-12-25 21:20:56,783.56
2024-12-25 21:20:57,785.43
2024-12-25 21:20:58,781.47
2024-12-25 21:20:59,779.16
2024-12-25 21:21:01,779.05
2024-12-25 21:21:02,772.30
2024-12-25 21:21:03,792.05
2024-12-25 21:21:04,799.60
2024-12-25 21:21:05,790.56
2024-12-25 21:21:06,780.04
2024-12-25 21:21:07,802.18
2024-12-25 21:21:08,786.50
2024-12-25 21:21:09,767.70
2024-12-25 21:21:10,766.74
